president,pres,organization,approve,disapprove,noopinion,samplesize,pop,begdate,enddate,notes,termMonths
Kennedy,JFK,Gallup,74,14,12,1583,,11/16/1962,11/21/1962,,22.01232033
Kennedy,JFK,Gallup,76,13,11,1482,,12/13/1962,12/18/1962,,22.89938398
Kennedy,JFK,Gallup,74,14,12,1525,,1/11/1963,1/16/1963,,23.85215606
Kennedy,JFK,Gallup,70,18,12,1661,,2/7/1963,2/12/1963,,24.73921971
Kennedy,JFK,Gallup,67,20,14,1675,,3/8/1963,3/13/1963,,25.69199179
Kennedy,JFK,Gallup,65,21,13,1570,,4/4/1963,4/9/1963,,26.57905544
Kennedy,JFK,Gallup,64,25,12,1632,,5/2/1963,5/7/1963,,27.49897331
Kennedy,JFK,Gallup,65,23,12,1729,,5/8/1963,5/13/1963,,27.69609856
Kennedy,JFK,Gallup,64,24,12,1658,,5/23/1963,5/28/1963,,28.1889117
Kennedy,JFK,Gallup,61,26,13,1606,,6/21/1963,6/26/1963,,29.14168378
Kennedy,JFK,Gallup,61,27,12,1573,,7/18/1963,7/23/1963,,30.02874743
Kennedy,JFK,Gallup,63,26,11,1588,,8/15/1963,8/20/1963,,30.9486653
Kennedy,JFK,Gallup,56,30,14,1550,,9/12/1963,9/17/1963,,31.86858316
Kennedy,JFK,Gallup,58,29,13,1589,,10/11/1963,10/16/1963,,32.82135524
Kennedy,JFK,Gallup,58,30,12,1635,,11/8/1963,11/13/1963,,33.7412731
Johnson,LBJ,Gallup,78,2,20,1613,,12/5/1963,12/10/1963,,34.62833676
Johnson,LBJ,Gallup,74,4,22,1577,,12/12/1963,12/17/1963,,34.85831622
Johnson,LBJ,Gallup,77,5,18,1630,,1/2/1964,1/7/1964,,35.54825462
Johnson,LBJ,Gallup,76,8,16,1631,,1/30/1964,2/5/1964,,36.50102669
Johnson,LBJ,Gallup,74,9,18,1655,,2/13/1964,2/18/1964,,36.92813142
Johnson,LBJ,Gallup,79,9,11,1662,,2/28/1964,3/5/1964,"Roper says 80, apparently excluding 5 Nas from denominator",37.45379877
Johnson,LBJ,Gallup,78,9,13,1701,,3/13/1964,3/17/1964,,37.84804928
Johnson,LBJ,Gallup,76,12,13,1676,,3/27/1964,4/2/1964,,38.37371663
Johnson,LBJ,Gallup,75,11,14,1661,,4/24/1964,4/29/1964,,39.26078029
Johnson,LBJ,Gallup,75,10,15,1607,,5/6/1964,5/11/1964,,39.6550308
Johnson,LBJ,Gallup,74,13,13,1640,,5/22/1964,5/27/1964,,40.18069815
Johnson,LBJ,Gallup,74,12,14,1624,,6/4/1964,6/9/1964,,40.60780287
Johnson,LBJ,Gallup,74,14,12,1527,,6/11/1964,6/16/1964,,40.83778234
Johnson,LBJ,Gallup,74,15,11,1581,,6/25/1964,6/30/1964,,41.29774127
Johnson,LBJ,Gallup,70,19,11,1529,,11/20/1964,11/25/1964,,46.16016427
Johnson,LBJ,Gallup,69,18,13,NA,,12/11/1964,12/16/1964,,46.85010267
Johnson,LBJ,Gallup,71,15,14,2435,,1/7/1965,1/12/1965,,47.73716632
Johnson,LBJ,Gallup,70,15,15,2249,,1/28/1965,2/2/1965,,48.42710472
Johnson,LBJ,Gallup,69,18,14,1550,,2/19/1965,2/24/1965,,49.14989733
Johnson,LBJ,Gallup,68,18,14,NA,,3/11/1965,3/16/1965,,49.80698152
Johnson,LBJ,Gallup,69,21,10,1541,,3/18/1965,3/23/1965,,50.03696099
Johnson,LBJ,Gallup,67,22,12,1531,,4/2/1965,4/7/1965,,50.52977413
Johnson,LBJ,Gallup,64,22,14,1611,,4/23/1965,4/28/1965,,51.21971253
Johnson,LBJ,Gallup,70,18,12,2285,,5/13/1965,5/18/1965,,51.87679671
Johnson,LBJ,Gallup,69,19,12,1648,,6/4/1965,6/9/1965,,52.59958932
Johnson,LBJ,Gallup,66,21,13,2534,,6/24/1965,6/29/1965,,53.25667351
Johnson,LBJ,Gallup,66,20,14,2407,,7/16/1965,7/21/1965,,53.97946612
Johnson,LBJ,Gallup,65,22,12,1599,,8/5/1965,8/10/1965,,54.63655031
Johnson,LBJ,Gallup,64,25,11,1586,,8/27/1965,9/1/1965,,55.35934292
Johnson,LBJ,Gallup,63,24,13,1571,,9/16/1965,9/21/1965,,56.0164271
Johnson,LBJ,Gallup,66,21,13,2402,,10/8/1965,10/13/1965,,56.73921971
Johnson,LBJ,Gallup,65,22,13,2399,,10/29/1965,11/2/1965,,57.3963039
Johnson,LBJ,Gallup,62,22,15,1646,,11/18/1965,11/23/1965,,58.0862423
Johnson,LBJ,Gallup,63,27,11,1565,,12/11/1965,12/16/1965,,58.84188912
Johnson,LBJ,Gallup,59,24,17,1545,,12/31/1965,1/1/1966,,59.36755647
Johnson,LBJ,Gallup,61,27,12,1446,,1/21/1966,1/26/1966,,60.1889117
Johnson,LBJ,Gallup,56,34,10,1567,,2/10/1966,2/15/1966,,60.84599589
Johnson,LBJ,Gallup,58,28,14,1623,,3/3/1966,3/8/1966,,61.53593429
Johnson,LBJ,Gallup,57,28,15,1551,,3/24/1966,3/29/1966,,62.22587269
Johnson,LBJ,Gallup,54,33,13,1574,,4/14/1966,4/19/1966,,62.91581109
Johnson,LBJ,Gallup,46,34,20,1563,,5/5/1966,5/10/1966,,63.60574949
Johnson,LBJ,Gallup,51,33,17,1523,,5/19/1966,5/24/1966,,64.06570842
Johnson,LBJ,Gallup,48,39,13,1562,,6/16/1966,6/21/1966,,64.98562628
Johnson,LBJ,Gallup,56,31,14,1541,,7/8/1966,7/13/1966,,65.70841889
Johnson,LBJ,Gallup,51,38,10,1503,,7/29/1966,8/3/1966,,66.39835729
Johnson,LBJ,Gallup,47,39,14,1509,,8/18/1966,8/23/1966,,67.05544148
Johnson,LBJ,Gallup,46,39,15,1554,,9/8/1966,9/13/1966,,67.74537988
Johnson,LBJ,Gallup,44,42,14,1597,,10/1/1966,10/6/1966,,68.50102669
Johnson,LBJ,Gallup,44,41,15,2417,,10/21/1966,10/26/1966,,69.15811088
Johnson,LBJ,Gallup,49,35,16,2294,,11/10/1966,11/15/1966,,69.81519507
Johnson,LBJ,Gallup,44,47,9,1469,,12/8/1966,12/13/1966,,70.73511294
Johnson,LBJ,Gallup,47,37,16,2250,,1/7/1967,1/12/1967,,71.72073922
Johnson,LBJ,Gallup,46,37,18,2366,,1/26/1967,1/31/1967,,72.3449692
Johnson,LBJ,Gallup,45,42,13,2344,,2/16/1967,2/21/1967,,73.0349076
Johnson,LBJ,Gallup,45,41,14,2192,,3/9/1967,3/14/1967,,73.724846
Johnson,LBJ,Gallup,46,38,16,2253,,3/30/1967,4/5/1967,,74.4476386
Johnson,LBJ,Gallup,49,37,15,2190,,4/19/1967,4/24/1967,,75.07186858
Johnson,LBJ,Gallup,45,40,16,1507,,5/11/1967,5/16/1967,,75.79466119
Johnson,LBJ,Gallup,44,39,16,1518,,6/2/1967,6/7/1967,,76.5174538
Johnson,LBJ,Gallup,51,35,14,1549,,6/22/1967,6/27/1967,,77.17453799
Johnson,LBJ,Gallup,47,39,14,1518,,7/13/1967,7/18/1967,,77.86447639
Johnson,LBJ,Gallup,40,47,13,1627,,8/3/1967,8/8/1967,,78.55441478
Johnson,LBJ,Gallup,39,48,13,1525,,8/24/1967,8/29/1967,,79.24435318
Johnson,LBJ,Gallup,38,48,14,1523,,9/14/1967,9/19/1967,,79.93429158
Johnson,LBJ,Gallup,38,51,12,1585,,10/6/1967,10/11/1967,,80.65708419
Johnson,LBJ,Gallup,41,49,10,1648,,10/27/1967,11/1/1967,,81.34702259
Johnson,LBJ,Gallup,42,46,12,1583,,11/16/1967,11/21/1967,,82.00410678
Johnson,LBJ,Gallup,46,41,13,1549,,12/7/1967,12/12/1967,,82.69404517
Johnson,LBJ,Gallup,49,39,13,1502,,1/4/1968,1/9/1968,,83.61396304
Johnson,LBJ,Gallup,41,47,12,1500,,2/1/1968,2/6/1968,,84.5338809
Johnson,LBJ,Gallup,41,48,10,1501,,2/22/1968,2/27/1968,,85.2238193
Johnson,LBJ,Gallup,36,52,12,NA,,3/10/1968,3/15/1968,,85.78234086
Johnson,LBJ,Gallup,50,38,12,1504,,4/4/1968,4/9/1968,,86.6036961
Johnson,LBJ,Gallup,46,43,11,1507,,5/2/1968,5/7/1968,,87.52361396
Johnson,LBJ,Gallup,41,45,14,1570,,5/23/1968,5/28/1968,,88.21355236
Johnson,LBJ,Gallup,43,45,13,1536,,6/13/1968,6/18/1968,,88.90349076
Johnson,LBJ,Gallup,39,47,13,1536,,6/26/1968,7/1/1968,,89.33059548
Johnson,LBJ,Gallup,40,47,13,1526,,7/18/1968,7/23/1968,,90.05338809
Johnson,LBJ,Gallup,35,52,13,1526,,8/7/1968,8/12/1968,,90.71047228
Johnson,LBJ,Gallup,42,51,8,1500,,9/26/1968,10/1/1968,,92.35318275
Johnson,LBJ,Gallup,43,44,13,1530,,11/9/1968,11/14/1968,,93.79876797
Johnson,LBJ,Gallup,44,43,12,1497,,12/5/1968,12/10/1968,,94.65297741
Johnson,LBJ,Gallup,49,38,14,1461,,1/1/1969,1/6/1969,,95.54004107
Nixon,RMN,Gallup,59,5,35,1503,,1/23/1969,1/28/1969,,0.262833676
Nixon,RMN,Gallup,60,6,34,1575,,2/20/1969,2/25/1969,,1.18275154
Nixon,RMN,Gallup,66,8,26,1634,,3/12/1969,3/17/1969,,1.839835729
Nixon,RMN,Gallup,62,10,27,1502,,3/27/1969,4/1/1969,,2.332648871
Nixon,RMN,Gallup,60,12,28,1607,,4/10/1969,4/15/1969,,2.792607803
Nixon,RMN,Gallup,62,15,23,1481,,5/1/1969,5/6/1969,,3.482546201
Nixon,RMN,Gallup,65,12,23,1523,,5/15/1969,5/20/1969,,3.942505133
Nixon,RMN,Gallup,62,15,23,1539,,5/22/1969,5/27/1969,,4.1724846
Nixon,RMN,Gallup,63,16,21,1551,,6/19/1969,6/24/1969,,5.092402464
Nixon,RMN,Gallup,58,22,20,1517,,7/10/1969,7/15/1969,,5.782340862
Nixon,RMN,Gallup,63,21,16,1555,,7/24/1969,7/29/1969,,6.242299795
Nixon,RMN,Gallup,62,20,18,1573,,8/14/1969,8/19/1969,,6.932238193
Nixon,RMN,Gallup,60,23,16,1606,,9/11/1969,9/16/1969,,7.852156057
Nixon,RMN,Gallup,58,23,18,1560,,9/17/1969,9/22/1969,,8.049281314
Nixon,RMN,Gallup,58,24,18,1585,,10/2/1969,10/7/1969,,8.542094456
Nixon,RMN,Gallup,56,29,15,1543,,10/17/1969,10/22/1969,,9.034907598
Nixon,RMN,Gallup,67,19,14,1537,,11/12/1969,11/17/1969,,9.889117043
Nixon,RMN,Gallup,59,23,18,1521,,12/12/1969,12/15/1969,,10.80903491
Nixon,RMN,Gallup,61,22,18,1557,,1/2/1970,1/5/1970,,11.49897331
Nixon,RMN,Gallup,63,23,14,1573,,1/15/1970,1/20/1970,,11.99178645
Nixon,RMN,Gallup,64,24,12,1541,,1/30/1970,2/2/1970,,12.41889117
Nixon,RMN,Gallup,56,27,18,1530,,2/27/1970,3/2/1970,,13.33880903
Nixon,RMN,Gallup,54,34,12,1552,,3/13/1970,3/15/1970,,13.76591376
Nixon,RMN,Gallup,53,30,17,1528,,3/18/1970,3/25/1970,,14.09445585
Nixon,RMN,Gallup,56,31,13,1534,,4/17/1970,4/19/1970,,14.91581109
Nixon,RMN,Gallup,57,32,11,1506,,4/29/1970,5/3/1970,,15.37577002
Nixon,RMN,Gallup,59,29,12,1509,,5/21/1970,5/26/1970,,16.13141684
Nixon,RMN,Gallup,54,31,14,1513,,6/18/1970,6/23/1970,,17.0513347
Nixon,RMN,Gallup,61,28,11,1523,,7/9/1970,7/14/1970,,17.7412731
Nixon,RMN,Gallup,55,32,14,1500,,7/31/1970,8/2/1970,,18.36550308
Nixon,RMN,Gallup,55,31,14,1511,,8/25/1970,9/1/1970,,19.35112936
Nixon,RMN,Gallup,57,30,13,1513,,9/11/1970,9/14/1970,,19.77823409
Nixon,RMN,Gallup,51,31,18,1497,,9/25/1970,9/28/1970,,20.23819302
Nixon,RMN,Gallup,58,28,15,1507,,10/9/1970,10/14/1970,,20.76386037
Nixon,RMN,Gallup,57,30,14,1609,,11/13/1970,11/17/1970,,21.88090349
Nixon,RMN,Gallup,52,34,14,NA,,12/3/1970,12/8/1970,,22.57084189
Nixon,RMN,Gallup,57,34,10,1502,,1/8/1971,1/11/1971,,23.68788501
Nixon,RMN,Gallup,50,37,14,1571,,2/19/1971,2/22/1971,,25.06776181
Nixon,RMN,Gallup,50,37,13,1561,,3/11/1971,3/14/1971,,25.724846
Nixon,RMN,Gallup,49,38,13,1541,,4/2/1971,4/5/1971,,26.4476386
Nixon,RMN,Gallup,50,38,12,1626,,4/23/1971,4/26/1971,,27.137577
Nixon,RMN,Gallup,49,35,15,1639,,5/14/1971,5/17/1971,,27.8275154
Nixon,RMN,Gallup,49,37,14,1591,,6/4/1971,6/7/1971,,28.5174538
Nixon,RMN,Gallup,48,39,13,1549,,6/25/1971,6/28/1971,,29.2073922
Nixon,RMN,Gallup,50,36,13,1562,,7/15/1971,7/18/1971,,29.86447639
Nixon,RMN,Gallup,49,39,13,1547,,8/27/1971,8/30/1971,,31.27720739
Nixon,RMN,Gallup,52,38,10,1526,,10/8/1971,10/11/1971,,32.65708419
Nixon,RMN,Gallup,49,37,14,1558,,10/29/1971,11/2/1971,,33.3798768
Nixon,RMN,Gallup,50,37,13,1504,,12/10/1971,12/13/1971,,34.72689938
Nixon,RMN,Gallup,50,39,11,1517,,1/7/1972,1/10/1972,,35.64681725
Nixon,RMN,Gallup,52,37,11,1502,,2/4/1972,2/7/1972,,36.56673511
Nixon,RMN,Gallup,56,32,12,1513,,3/3/1972,3/5/1972,,37.45379877
Nixon,RMN,Gallup,53,36,11,1514,,3/24/1972,3/27/1972,,38.17659138
Nixon,RMN,Gallup,54,37,9,1542,,4/28/1972,5/1/1972,,39.32648871
Nixon,RMN,Gallup,62,30,8,1541,,5/26/1972,5/29/1972,,40.24640657
Nixon,RMN,Gallup,59,30,11,1516,,6/16/1972,6/19/1972,,40.93634497
Nixon,RMN,Gallup,57,33,10,1535,,6/23/1972,6/26/1972,,41.16632444
Nixon,RMN,Gallup,62,28,10,1462,,11/10/1972,11/13/1972,,45.76591376
Nixon,RMN,Gallup,59,30,11,1504,,12/8/1972,12/11/1972,,46.68583162
Nixon,RMN,Gallup,51,37,12,1549,,1/12/1973,1/15/1973,,47.83572895
Nixon,RMN,Gallup,67,25,8,1508,,1/26/1973,1/29/1973,,48.29568789
Nixon,RMN,Gallup,65,25,10,1517,,2/16/1973,2/19/1973,,48.98562628
Nixon,RMN,Gallup,58,34,9,1571,,3/30/1973,4/2/1973,,50.36550308
Nixon,RMN,Gallup,54,36,10,1528,,4/6/1973,4/9/1973,,50.59548255
Nixon,RMN,Gallup,48,40,12,1548,,4/27/1973,4/29/1973,,51.25256674
Nixon,RMN,Gallup,45,42,13,1531,,5/4/1973,5/7/1973,,51.51540041
Nixon,RMN,Gallup,44,45,10,1548,,5/11/1973,5/14/1973,,51.74537988
Nixon,RMN,Gallup,43,43,14,1560,,6/1/1973,6/4/1973,,52.43531828
Nixon,RMN,Gallup,44,45,11,1566,,6/22/1973,6/25/1973,,53.12525667
Nixon,RMN,Gallup,39,49,12,1544,,7/6/1973,7/9/1973,,53.58521561
Nixon,RMN,Gallup,31,57,11,1513,,8/3/1973,8/6/1973,,54.50513347
Nixon,RMN,Gallup,36,54,9,1547,,8/17/1973,8/20/1973,,54.9650924
Nixon,RMN,Gallup,34,56,11,1502,,9/7/1973,9/10/1973,,55.6550308
Nixon,RMN,Gallup,33,59,8,NA,,9/21/1973,9/24/1973,,56.11498973
Nixon,RMN,Gallup,30,57,14,1576,,10/5/1973,10/8/1973,,56.57494867
Nixon,RMN,Gallup,27,60,13,1583,,10/19/1973,10/22/1973,,57.0349076
Nixon,RMN,Gallup,27,63,10,1550,,11/2/1973,11/5/1973,,57.49486653
Nixon,RMN,Gallup,31,59,11,1550,,11/30/1973,12/3/1973,,58.41478439
Nixon,RMN,Gallup,29,60,11,1536,,12/7/1973,12/10/1973,,58.64476386
Nixon,RMN,Gallup,23,55,22,1589,,1/4/1974,1/7/1974,,59.56468172
Nixon,RMN,Gallup,26,64,10,1591,,1/18/1974,1/21/1974,,60.02464066
Nixon,RMN,Gallup,28,59,13,1591,,2/1/1974,2/4/1974,,60.48459959
Nixon,RMN,Gallup,27,63,10,1562,,2/8/1974,2/18/1974,,60.94455852
Nixon,RMN,Gallup,25,64,11,1563,,2/22/1974,3/4/1974,,61.40451745
Nixon,RMN,Gallup,26,62,11,1582,,3/8/1974,3/18/1974,,61.86447639
Nixon,RMN,Gallup,26,65,9,1537,,3/29/1974,4/1/1974,,62.32443532
Nixon,RMN,Gallup,25,62,13,1621,,4/12/1974,4/15/1974,,62.78439425
Nixon,RMN,Gallup,26,60,14,1586,,4/19/1974,4/29/1974,,63.24435318
Nixon,RMN,Gallup,25,58,17,759,,5/3/1974,5/6/1974,,63.47433265
Nixon,RMN,Gallup,25,62,14,1543,,5/10/1974,5/13/1974,,63.70431211
Nixon,RMN,Gallup,26,61,13,784,,5/17/1974,5/20/1974,,63.93429158
Nixon,RMN,Gallup,28,61,12,1509,,5/31/1974,6/3/1974,,64.39425051
Nixon,RMN,Gallup,25,61,13,1605,,6/21/1974,6/24/1974,,65.08418891
Nixon,RMN,Gallup,28,58,14,789,,6/28/1974,7/1/1974,,65.31416838
Nixon,RMN,Gallup,24,63,14,1555,,7/12/1974,7/15/1974,,65.77412731
Nixon,RMN,Gallup,24,66,10,1561,,8/2/1974,8/5/1974,,66.46406571
Ford,GRF,Gallup,71,3,26,1590,,8/16/1974,8/19/1974,,18.92402464
Ford,GRF,Gallup,66,13,21,1583,,9/6/1974,9/9/1974,,19.61396304
Ford,GRF,Gallup,50,28,22,1527,,9/27/1974,9/30/1974,,20.30390144
Ford,GRF,Gallup,52,29,19,1586,,10/11/1974,10/14/1974,,20.76386037
Ford,GRF,Gallup,54,29,18,1595,,10/18/1974,10/21/1974,,20.99383984
Ford,GRF,Gallup,47,33,20,1556,,11/8/1974,11/11/1974,,21.68377823
Ford,GRF,Gallup,48,32,20,1570,,11/15/1974,11/18/1974,,21.9137577
Ford,GRF,Gallup,42,41,17,1517,,12/6/1974,12/9/1974,,22.6036961
Ford,GRF,Gallup,37,39,24,1519,,1/10/1975,1/13/1975,,23.75359343
Ford,GRF,Gallup,38,43,18,1544,,1/31/1975,2/3/1975,,24.44353183
Ford,GRF,Gallup,39,45,16,1576,,2/28/1975,3/3/1975,,25.36344969
Ford,GRF,Gallup,39,45,17,1542,,3/7/1975,3/10/1975,,25.59342916
Ford,GRF,Gallup,37,43,20,1566,,3/28/1975,3/31/1975,,26.28336756
Ford,GRF,Gallup,44,37,20,1535,,4/4/1975,4/7/1975,,26.51334702
Ford,GRF,Gallup,39,46,15,1599,,4/18/1975,4/21/1975,,26.97330595
Ford,GRF,Gallup,40,43,17,1594,,5/2/1975,5/5/1975,,27.43326489
Ford,GRF,Gallup,51,33,16,1626,,5/30/1975,6/2/1975,,28.35318275
Ford,GRF,Gallup,52,34,15,1558,,6/27/1975,6/30/1975,,29.27310062
Ford,GRF,Gallup,45,36,18,1528,,8/1/1975,8/4/1975,,30.42299795
Ford,GRF,Gallup,46,37,17,1515,,8/15/1975,8/18/1975,,30.88295688
Ford,GRF,Gallup,45,38,17,1592,,9/12/1975,9/15/1975,,31.80287474
Ford,GRF,Gallup,47,37,16,1558,,10/3/1975,10/6/1975,,32.49281314
Ford,GRF,Gallup,47,40,13,1553,,10/17/1975,10/20/1975,,32.95277207
Ford,GRF,Gallup,44,44,12,1515,,10/31/1975,11/3/1975,,33.41273101
Ford,GRF,Gallup,41,46,13,1507,,11/21/1975,11/24/1975,,34.1026694
Ford,GRF,Gallup,46,37,17,1543,,12/5/1975,12/8/1975,,34.56262834
Ford,GRF,Gallup,39,45,15,1538,,12/12/1975,12/15/1975,,34.7926078
Ford,GRF,Gallup,46,42,13,1572,,1/2/1976,1/5/1976,,35.4825462
Ford,GRF,Gallup,45,45,10,1538,,1/23/1976,1/26/1976,,36.1724846
Ford,GRF,Gallup,46,40,14,1571,,1/30/1976,2/2/1976,,36.40246407
Ford,GRF,Gallup,48,38,14,1523,,2/27/1976,3/1/1976,,37.32238193
Ford,GRF,Gallup,50,36,14,1582,,3/19/1976,3/21/1976,,37.97946612
Ford,GRF,Gallup,48,40,12,1540,,4/9/1976,4/12/1976,,38.70225873
Ford,GRF,Gallup,47,38,15,1543,,5/21/1976,5/24/1976,,40.08213552
Ford,GRF,Gallup,45,40,15,1524,,6/11/1976,6/14/1976,,40.77207392
Ford,GRF,Gallup,53,32,15,1559,,12/10/1976,12/13/1976,,46.75154004
Carter,JEC,Gallup,66,8,26,1586,,2/4/1977,2/7/1977,,0.59137577
Carter,JEC,Gallup,71,9,20,1589,,2/18/1977,2/21/1977,,1.051334702
Carter,JEC,Gallup,50,33,17,1553,,2/24/1977,2/27/1977,,1.248459959
Carter,JEC,Gallup,70,9,21,1507,,3/4/1977,3/7/1977,,1.511293634
Carter,JEC,Gallup,75,9,16,1525,,3/18/1977,3/21/1977,,1.971252567
Carter,JEC,Gallup,72,10,18,1550,,3/25/1977,3/28/1977,,2.201232033
Carter,JEC,Gallup,67,14,19,1521,,4/1/1977,4/4/1977,,2.431211499
Carter,JEC,Gallup,63,18,19,1549,,4/15/1977,4/18/1977,,2.891170431
Carter,JEC,Gallup,63,18,19,1506,,4/29/1977,5/1/1977,,3.318275154
Carter,JEC,Gallup,66,19,15,1522,,5/6/1977,5/9/1977,,3.58110883
Carter,JEC,Gallup,64,19,17,1548,,5/20/1977,5/23/1977,,4.041067762
Carter,JEC,Gallup,63,19,18,1513,,6/3/1977,6/6/1977,,4.501026694
Carter,JEC,Gallup,63,18,19,1513,,6/17/1977,6/20/1977,,4.960985626
Carter,JEC,Gallup,62,22,16,1518,,7/8/1977,7/11/1977,,5.650924025
Carter,JEC,Gallup,67,17,16,1516,,7/22/1977,7/25/1977,,6.110882957
Carter,JEC,Gallup,60,23,17,1500,,8/5/1977,8/8/1977,,6.570841889
Carter,JEC,Gallup,66,16,18,1507,,8/19/1977,8/22/1977,,7.030800821
Carter,JEC,Gallup,54,29,17,1524,,9/9/1977,9/12/1977,,7.72073922
Carter,JEC,Gallup,59,24,17,1509,,9/30/1977,10/3/1977,,8.410677618
Carter,JEC,Gallup,55,29,16,1520,,10/14/1977,10/17/1977,,8.87063655
Carter,JEC,Gallup,54,30,16,1517,,10/21/1977,10/24/1977,,9.100616016
Carter,JEC,Gallup,51,31,18,1516,,10/28/1977,10/31/1977,,9.330595483
Carter,JEC,Gallup,55,30,15,1523,,11/4/1977,11/7/1977,,9.560574949
Carter,JEC,Gallup,56,30,14,1506,,11/18/1977,11/21/1977,,10.02053388
Carter,JEC,Gallup,57,27,16,1518,,12/9/1977,12/12/1977,,10.71047228
Carter,JEC,Gallup,55,27,18,1536,,1/6/1978,1/9/1978,,11.63039014
Carter,JEC,Gallup,52,28,20,1536,,1/20/1978,1/23/1978,,12.09034908
Carter,JEC,Gallup,47,34,19,1515,,2/10/1978,2/13/1978,,12.78028747
Carter,JEC,Gallup,49,33,18,1549,,3/3/1978,3/6/1978,,13.47022587
Carter,JEC,Gallup,50,35,15,1544,,3/10/1978,3/13/1978,,13.70020534
Carter,JEC,Gallup,48,39,13,1574,,3/31/1978,4/3/1978,,14.39014374
Carter,JEC,Gallup,40,44,16,1546,,4/14/1978,4/17/1978,,14.85010267
Carter,JEC,Gallup,41,42,17,1539,,4/28/1978,5/1/1978,,15.3100616
Carter,JEC,Gallup,41,43,16,1541,,5/5/1978,5/8/1978,,15.54004107
Carter,JEC,Gallup,43,43,14,1508,,5/19/1978,5/22/1978,,16
Carter,JEC,Gallup,44,41,15,1503,,6/2/1978,6/5/1978,,16.45995893
Carter,JEC,Gallup,42,42,16,1505,,6/16/1978,6/19/1978,,16.91991786
Carter,JEC,Gallup,40,41,19,1555,,7/7/1978,7/10/1978,,17.60985626
Carter,JEC,Gallup,39,44,17,1555,,7/21/1978,7/24/1978,,18.0698152
Carter,JEC,Gallup,39,44,17,1526,,8/4/1978,8/7/1978,,18.52977413
Carter,JEC,Gallup,40,43,17,3077,,8/11/1978,8/14/1978,,18.75975359
Carter,JEC,Gallup,43,41,16,1598,,8/18/1978,8/21/1978,,18.98973306
Carter,JEC,Gallup,42,42,16,1530,,9/8/1978,9/11/1978,,19.67967146
Carter,JEC,Gallup,45,40,15,1547,,9/15/1978,9/18/1978,,19.90965092
Carter,JEC,Gallup,48,34,18,1581,,9/22/1978,9/25/1978,,20.13963039
Carter,JEC,Gallup,49,36,15,1543,,10/27/1978,10/30/1978,,21.28952772
Carter,JEC,Gallup,52,36,12,NA,,11/10/1978,11/13/1978,,21.74948665
Carter,JEC,Gallup,50,34,16,1563,,12/1/1978,12/4/1978,,22.43942505
Carter,JEC,Gallup,51,34,15,1552,,12/8/1978,12/11/1978,,22.66940452
Carter,JEC,Gallup,50,36,14,1509,,1/5/1979,1/8/1979,,23.58932238
Carter,JEC,Gallup,43,41,16,1514,,1/19/1979,1/22/1979,,24.04928131
Carter,JEC,Gallup,42,42,16,1512,,2/2/1979,2/5/1979,,24.50924025
Carter,JEC,Gallup,37,46,17,1534,,2/23/1979,2/26/1979,,25.19917864
Carter,JEC,Gallup,39,48,13,1541,,3/2/1979,3/5/1979,,25.42915811
Carter,JEC,Gallup,47,39,14,1563,,3/16/1979,3/19/1979,,25.88911704
Carter,JEC,Gallup,42,44,14,1547,,3/23/1979,3/26/1979,,26.11909651
Carter,JEC,Gallup,40,46,14,1509,,4/6/1979,4/9/1979,,26.57905544
Carter,JEC,Gallup,37,49,14,1511,,5/3/1979,5/7/1979,,27.49897331
Carter,JEC,Gallup,32,53,15,1514,,5/18/1979,5/21/1979,,27.95893224
Carter,JEC,Gallup,29,56,15,1511,,6/1/1979,6/4/1979,,28.41889117
Carter,JEC,Gallup,29,57,14,1571,,6/22/1979,6/25/1979,,29.10882957
Carter,JEC,Gallup,28,59,13,1542,,6/29/1979,7/2/1979,,29.33880903
Carter,JEC,Gallup,29,58,13,1571,,7/13/1979,7/16/1979,,29.79876797
Carter,JEC,Gallup,32,53,15,1562,,8/3/1979,8/6/1979,,30.48870637
Carter,JEC,Gallup,33,55,12,1589,,8/10/1979,8/13/1979,,30.71868583
Carter,JEC,Gallup,32,54,14,1554,,8/17/1979,8/20/1979,,30.9486653
Carter,JEC,Gallup,30,55,15,1538,,9/7/1979,9/10/1979,,31.6386037
Carter,JEC,Gallup,33,54,13,1520,,9/28/1979,10/1/1979,,32.32854209
Carter,JEC,Gallup,29,58,13,1547,,10/5/1979,10/8/1979,,32.55852156
Carter,JEC,Gallup,31,55,14,1539,,10/12/1979,10/15/1979,,32.78850103
Carter,JEC,Gallup,32,55,13,1541,,11/2/1979,11/5/1979,,33.47843943
Carter,JEC,Gallup,38,49,13,1528,,11/16/1979,11/19/1979,,33.93839836
Carter,JEC,Gallup,51,37,12,1549,,11/30/1979,12/3/1979,,34.39835729
Carter,JEC,Gallup,54,35,11,1522,,12/7/1979,12/10/1979,,34.62833676
Carter,JEC,Gallup,56,33,11,1620,,1/4/1980,1/7/1980,,35.54825462
Carter,JEC,Gallup,58,32,10,1597,,1/25/1980,1/28/1980,,36.23819302
Carter,JEC,Gallup,55,36,9,1584,,2/1/1980,2/4/1980,,36.46817248
Carter,JEC,Gallup,52,38,10,NA,,2/29/1980,3/3/1980,,37.38809035
Carter,JEC,Gallup,43,45,12,1583,,3/7/1980,3/10/1980,,37.61806982
Carter,JEC,Gallup,39,51,10,1571,,3/28/1980,3/31/1980,,38.30800821
